,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,gross income,Rating,month,day,day_period
371,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,Credit card,121.92,6.096,4.9,January,Friday,Evening
372,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,Ewallet,420.66,21.033,5.2,March,Thursday,Evening
373,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,Cash,252.48,12.624,8.9,January,Tuesday,Afternoon
374,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,Credit card,335.45,16.7725,9.1,January,Thursday,Evening
375,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,Ewallet,483.5,24.175,7.0,January,Monday,Afternoon
376,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,Credit card,318.42,15.921,9.6,January,Saturday,Evening
377,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,Ewallet,668.43,33.4215,8.7,February,Friday,Evening
378,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,Ewallet,387.92,19.396,9.4,February,Wednesday,Evening
379,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,Credit card,94.6,4.73,4.0,January,Wednesday,Afternoon
380,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,Credit card,329.32,16.466,7.5,January,Friday,morning
381,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,Cash,53.22,2.661,4.2,March,Tuesday,Afternoon
382,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,Cash,498.45,24.9225,9.9,January,Monday,Afternoon
383,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,Ewallet,299.56,14.978,4.2,March,Friday,Afternoon
384,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,Ewallet,204.7,10.235,9.9,January,Sunday,Afternoon
385,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,Cash,75.82,3.791,5.8,January,Thursday,Afternoon
386,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,Cash,280.62,14.031,6.0,March,Monday,Afternoon
387,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,Credit card,323.2,16.16,10.0,February,Wednesday,Evening
388,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,Ewallet,486.63,24.3315,9.5,January,Sunday,Afternoon
389,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,Credit card,127.54,6.377,6.6,March,Sunday,Afternoon
390,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,Cash,241.44,12.072,8.1,February,Friday,Afternoon
391,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,Cash,379.5,18.975,9.7,January,Saturday,Afternoon
392,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,Ewallet,76.82,3.841,7.2,February,Wednesday,Evening
393,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,Credit card,522.6,26.13,6.2,March,Saturday,Afternoon
394,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,Ewallet,79.74,3.987,7.3,March,Wednesday,morning
395,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,Ewallet,387.5,19.375,4.3,January,Thursday,Evening
396,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,Ewallet,271.35,13.5675,4.6,March,Wednesday,Afternoon
397,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,Cash,122.31,6.1155,5.8,March,Friday,morning
398,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,Credit card,246.36,12.318,8.3,March,Tuesday,Afternoon
399,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,Cash,173.16,8.658,8.0,March,Monday,Evening
400,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,Credit card,236.58,11.829,9.4,March,Monday,Evening
401,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,Credit card,184.88,9.244,6.2,March,Tuesday,Evening
402,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,Ewallet,13.98,0.699,9.8,February,Monday,Afternoon
403,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,Ewallet,198.75,9.9375,9.6,February,Friday,morning
404,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,Ewallet,684.53,34.2265,4.9,February,Saturday,Evening
405,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,Credit card,269.04,13.452,8.0,January,Saturday,Afternoon
406,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,Credit card,68.95,3.4475,7.8,January,Friday,Evening
407,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,Cash,274.84,13.742,4.1,January,Friday,Evening
408,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,Ewallet,226.12,11.306,5.5,March,Monday,Evening
409,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,Ewallet,119.1,5.955,5.4,January,Monday,Evening
410,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,Cash,342.1,17.105,5.1,January,Wednesday,Afternoon
411,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,Ewallet,43.74,2.187,6.9,January,Friday,Afternoon
412,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,Cash,104.85,5.2425,7.8,January,Friday,Afternoon
413,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,Ewallet,77.52,3.876,6.6,March,Sunday,Evening
414,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,Ewallet,407.44,20.372,9.2,March,Friday,Evening
415,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,Ewallet,96.11,4.8055,7.8,January,Friday,Evening
416,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,Credit card,181.52,9.076,8.7,January,Tuesday,Afternoon
417,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,Ewallet,81.51,4.0755,9.2,January,Tuesday,morning
418,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,Ewallet,114.44,5.722,8.3,January,Saturday,Evening
419,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,Cash,176.54,8.827,8.2,February,Monday,morning
420,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,Ewallet,115.8,5.79,7.5,March,Thursday,Afternoon
421,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,Cash,252.15,12.6075,9.8,January,Wednesday,Afternoon
422,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,Credit card,972.1,48.605,8.7,February,Friday,Afternoon
423,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,Credit card,203.36,10.168,6.7,March,Tuesday,Evening
424,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,Cash,16.28,0.814,5.0,March,Saturday,Afternoon
425,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,Cash,365.49,18.2745,7.0,January,Wednesday,Afternoon
426,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,Cash,372.19,18.6095,8.9,January,Monday,Evening
427,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,Credit card,62.61,3.1305,8.0,March,Wednesday,Afternoon
428,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,Cash,336.35,16.8175,6.9,February,Wednesday,Evening
429,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,Ewallet,906.5,45.325,7.3,March,Friday,morning
430,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,Credit card,138.16,6.908,6.9,January,Thursday,Evening
431,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,Ewallet,86.54,4.327,5.7,March,Friday,Evening
432,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,Ewallet,140.76,7.038,6.4,January,Sunday,Evening
433,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,Credit card,668.78,33.439,9.6,March,Saturday,Afternoon
434,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,Credit card,47.44,2.372,6.8,February,Friday,Evening
435,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,Ewallet,893.16,44.658,9.0,March,Tuesday,Evening
436,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,Ewallet,331.72,16.586,9.6,January,Sunday,Evening
437,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,Credit card,203.94,10.197,7.7,March,Friday,Afternoon
438,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,Ewallet,68.16,3.408,7.0,March,Friday,Evening
439,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,Credit card,326.88,16.344,6.5,February,Thursday,Afternoon
440,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,Cash,87.2,4.36,8.1,January,Tuesday,Evening
441,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,Credit card,707.44,35.372,4.3,March,Friday,Evening
442,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,Credit card,802.89,40.1445,6.5,January,Tuesday,Afternoon
443,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,Ewallet,12.78,0.639,9.5,January,Tuesday,Afternoon
444,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,2019-01-15,Cash,133.7,6.685,9.7,January,Tuesday,morning
445,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,Credit card,19.15,0.9575,9.5,January,Monday,Evening
446,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,Credit card,276.6,13.83,8.9,February,Thursday,morning
447,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,Credit card,137.22,6.861,6.5,March,Sunday,Evening
448,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,Credit card,27.07,1.3535,5.3,January,Saturday,Evening
449,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,Credit card,39.12,1.956,9.6,March,Tuesday,morning
450,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,Cash,448.26,22.413,6.7,January,Tuesday,Evening
451,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,Cash,132.06,6.603,7.6,January,Wednesday,Evening
452,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,Ewallet,318.05,15.9025,4.8,March,Saturday,Afternoon
453,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,Ewallet,25.0,1.25,5.5,March,Sunday,Afternoon
454,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,Cash,83.08,4.154,4.7,January,Thursday,Afternoon
455,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,Cash,147.8,7.39,6.9,February,Wednesday,Evening
456,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,Credit card,696.6,34.83,4.5,February,Friday,Afternoon
457,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,Cash,793.9,39.695,6.2,February,Thursday,Evening
458,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,Cash,465.7,23.285,7.6,January,Sunday,Afternoon
459,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,Credit card,35.89,1.7945,7.9,February,Saturday,Evening
460,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,Cash,202.6,10.13,4.5,February,Sunday,Afternoon
461,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,Credit card,730.5,36.525,8.7,March,Sunday,Afternoon
462,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,Cash,295.8,14.79,6.1,February,Sunday,morning
463,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.751,2019-03-17,Cash,22.62,1.131,6.4,March,Sunday,Evening
464,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.535,2019-03-28,Credit card,256.7,12.835,9.1,March,Thursday,Afternoon
465,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.775,2019-03-02,Credit card,545.5,27.275,7.1,March,Saturday,morning
466,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,Credit card,260.05,13.0025,7.7,February,Friday,Afternoon
467,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,2019-03-22,Cash,222.12,11.106,4.5,March,Friday,Evening
468,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2019-02-09,Ewallet,21.58,1.079,7.2,February,Saturday,morning
469,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2019-02-15,Cash,98.84,4.942,8.4,February,Friday,morning
470,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,Ewallet,502.62,25.131,5.4,January,Wednesday,Afternoon
471,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,Cash,160.2,8.01,9.7,January,Friday,morning
472,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,Credit card,431.3,21.565,5.5,February,Saturday,Evening
473,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,2019-03-30,Cash,580.56,29.028,4.6,March,Saturday,Evening
474,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,Cash,322.2,16.11,6.6,March,Saturday,Evening
475,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2019-02-25,Credit card,195.54,9.777,6.3,February,Monday,Evening
476,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,2019-03-18,Credit card,166.3,8.315,4.2,March,Monday,Evening
477,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,Ewallet,336.28,16.814,4.4,March,Thursday,Evening
478,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,Ewallet,343.7,17.185,6.7,March,Saturday,morning
479,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,Ewallet,38.6,1.93,6.7,January,Tuesday,morning
480,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,Cash,527.76,26.388,8.4,February,Saturday,Evening
481,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,Cash,328.0,16.4,6.2,February,Friday,Afternoon
482,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,2019-01-08,Ewallet,185.7,9.285,5.0,January,Tuesday,Afternoon
483,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,Cash,603.8,30.19,6.0,February,Tuesday,Evening
484,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,Credit card,369.8,18.49,7.0,January,Tuesday,Evening
485,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,2019-03-21,Ewallet,197.96,9.898,6.6,March,Thursday,Afternoon
486,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2019-02-28,Cash,410.9,20.545,7.3,February,Thursday,Afternoon
487,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,Ewallet,148.6,7.43,8.3,March,Saturday,Evening
488,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,2019-01-30,Cash,22.96,1.148,4.3,January,Wednesday,Evening
489,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,Ewallet,699.12,34.956,9.8,February,Monday,Afternoon
490,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,Ewallet,69.4,3.47,8.2,March,Wednesday,Evening
491,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,Credit card,196.6,9.83,7.2,March,Friday,Evening
492,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,2019-03-05,Ewallet,202.56,10.128,8.7,March,Tuesday,Evening
493,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,Credit card,121.2,6.06,8.4,March,Tuesday,Afternoon
494,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2019-02-26,Ewallet,199.78,9.989,7.1,February,Tuesday,morning
495,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.728,2019-03-20,Cash,607.36,30.368,5.5,March,Wednesday,Afternoon
496,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,2019-01-01,Cash,126.44,6.322,8.5,January,Tuesday,Afternoon
497,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,2019-01-27,Cash,541.44,27.072,6.2,January,Sunday,morning
498,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,2019-01-21,Cash,98.13,4.9065,8.9,January,Monday,Evening
499,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,Cash,412.16,20.608,9.6,February,Saturday,Afternoon
500,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,Credit card,73.97,3.6985,5.4,February,Sunday,Afternoon
501,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,2019-01-05,Ewallet,31.9,1.595,9.1,January,Saturday,Afternoon
502,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,Ewallet,138.8,6.94,9.0,January,Sunday,Evening
503,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,2019-03-25,Cash,186.62,9.331,6.3,March,Monday,Evening
504,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,Credit card,88.45,4.4225,9.5,February,Monday,Evening
505,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,Ewallet,193.44,9.672,9.8,January,Monday,Evening
506,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,2019-01-08,Cash,145.5,7.275,6.7,January,Tuesday,Afternoon
507,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,Credit card,504.3,25.215,7.7,January,Tuesday,morning
508,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,Cash,306.45,15.3225,7.0,March,Friday,Afternoon
509,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,Credit card,95.7,4.785,5.1,February,Saturday,Evening
510,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,2019-01-16,Credit card,635.18,31.759,6.2,January,Wednesday,Evening
511,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,Ewallet,214.55,10.7275,6.1,January,Saturday,Evening
512,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,Ewallet,379.96,18.998,9.3,January,Sunday,Evening
513,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,Cash,696.85,34.8425,7.6,March,Thursday,Afternoon
514,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,Credit card,408.73,20.4365,8.2,February,Saturday,Evening
515,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,Ewallet,51.47,2.5735,8.5,March,Monday,Afternoon
516,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,2019-03-29,Ewallet,274.3,13.715,9.8,March,Friday,Evening
517,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,2019-01-22,Credit card,196.95,9.8475,8.7,January,Tuesday,Evening
518,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,2019-03-01,Ewallet,69.46,3.473,9.7,March,Friday,Evening
519,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,Credit card,359.6,17.98,4.3,January,Thursday,Afternoon
520,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,2019-03-26,Credit card,137.13,6.8565,7.7,March,Tuesday,morning
521,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,2019-03-20,Cash,499.02,24.951,7.3,March,Wednesday,morning
522,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,Credit card,224.64,11.232,5.9,February,Wednesday,Afternoon
523,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,2019-01-01,Cash,125.74,6.287,5.0,January,Tuesday,morning
524,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,Credit card,490.26,24.513,8.0,January,Sunday,Afternoon
525,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,Ewallet,457.05,22.8525,7.1,February,Monday,Evening
526,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,2019-01-16,Credit card,156.84,7.842,9.0,January,Wednesday,Evening
527,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.706,2019-01-13,Ewallet,119.72,5.986,6.7,January,Sunday,Afternoon
528,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,Credit card,543.6,27.18,6.1,February,Thursday,morning
529,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,Cash,882.81,44.1405,9.3,February,Sunday,Evening
530,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,Ewallet,152.58,7.629,7.0,February,Tuesday,Evening
531,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,2019-01-24,Credit card,693.44,34.672,7.2,January,Thursday,Evening
532,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,Ewallet,229.5,11.475,8.2,February,Wednesday,Evening
533,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,2019-03-26,Ewallet,146.79,7.3395,8.4,March,Tuesday,morning
534,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,Ewallet,141.6,7.08,6.2,March,Monday,Afternoon
535,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2019-02-07,Ewallet,116.69,5.8345,7.4,February,Thursday,morning
536,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.658,2019-01-05,Credit card,73.96,3.698,5.0,January,Saturday,morning
537,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,2019-03-07,Ewallet,97.94,4.897,6.9,March,Thursday,morning
538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,Credit card,292.2,14.61,4.9,February,Monday,Evening
539,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,2019-02-01,Ewallet,524.88,26.244,5.1,February,Friday,Evening
540,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,2019-01-22,Ewallet,92.04,4.602,9.1,January,Tuesday,morning
541,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.674,2019-01-03,Credit card,75.88,3.794,7.1,January,Thursday,morning
542,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,2019-02-13,Credit card,80.72,4.036,5.0,February,Wednesday,Afternoon
543,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,2019-01-28,Credit card,112.62,5.631,5.5,January,Monday,Evening
544,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,2019-01-05,Credit card,71.2,3.56,9.2,January,Saturday,Evening
545,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,2019-03-19,Ewallet,155.24,7.762,4.9,March,Tuesday,Afternoon
546,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,Ewallet,294.2,14.71,8.9,January,Saturday,Evening
547,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,2019-01-07,Credit card,548.55,27.4275,6.0,January,Monday,Afternoon
548,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,2019-01-26,Cash,257.7,12.885,4.2,January,Saturday,Evening
549,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,2019-01-23,Cash,396.36,19.818,7.3,January,Wednesday,morning
550,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2019-02-09,Ewallet,171.81,8.5905,6.5,February,Saturday,Evening
551,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2019-02-22,Cash,488.79,24.4395,8.9,February,Friday,morning
552,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2019-02-05,Cash,524.16,26.208,9.7,February,Tuesday,Afternoon
553,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,2019-03-07,Credit card,133.26,6.663,8.6,March,Thursday,morning
554,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.002,2019-03-25,Cash,135.24,6.762,6.9,March,Monday,Evening
555,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,2019-01-20,Credit card,112.44,5.622,7.7,January,Sunday,Afternoon
556,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2019-02-04,Cash,144.08,7.204,9.5,February,Monday,Evening
